Log file created: Tue Nov  5 15:07:56 2019
-------------------------------------------
Ticks = 863      <123145312043008> <AnywhereLocalClient> <5> Local Hub HTTP port retrieved, port: 58249
Ticks = 8947      <4535578048> <DS> <5> GPUSniffer launching with test mask 254
Ticks = 74036      <4535578048> <AMEApp> <0> Time taken to load MediaCore plugins: 63507.9 milliseconds.
Ticks = 81529      <123145331359744> <ALOG> <5> U Birth U Birth
Ticks = 81529      <123145331359744> <ALOG> <5> U CPU Data LogicalCores:0, PhysicalCores:0, MMX:1, SSE:1 SSE2:1, SSE3:0, SSSE(MNI):0, SSE4_1:0, SSE4_2:0
Ticks = 81529      <123145331359744> <ALOG> <5> U Birth U Hog Birth
Ticks = 82791      <4535578048> <AMEApp> <1> Entering RunEventLoop
Ticks = 83156      <4535578048> <EACL.HostedLogin> <5> Entitlement record did not pass application entitlement policy, ccAdobeID: "adam.mu@students.amikom.ac.id", ccPersonGUID: "E9C751945C78983D0A495DDA@AdobeID"
Ticks = 83156      <4535578048> <EACL.HostedLogin> <4> Non-entitled response received, ccAdobeID: "adam.mu@students.amikom.ac.id", ccPersonGUID: "E9C751945C78983D0A495DDA@AdobeID", error_code: "403010"
Ticks = 83159      <123145331359744> <AELibInit> <5> aelib::Birth took 1630.41 milliseconds
Ticks = 83159      <123145331359744> <ALOG> <5> FILE Birth FILE Birth
Ticks = 83159      <123145331359744> <ALOG> <5> M Birth M Birth
Ticks = 83160      <123145331359744> <ALOG> <5> RND Birth RND Birth
Ticks = 83160      <123145331359744> <ALOG> <5> PREF Birth PREF Birth
Ticks = 83205      <123145331359744> <ALOG> <5> VAL Birth VAL Birth
Ticks = 83206      <123145331359744> <ALOG> <5> MC Birth MC Birth
Ticks = 83392      <123145331359744> <ALOG> <5> aelib InitIterator AXE8 v:3.8.0 Loaded
Ticks = 83392      <123145331359744> <ALOG> <5> COR Birth COR Birth
Ticks = 85466      <123145331359744> <ALOG> <5> COR Birth COR Birth Complete
Ticks = 85469      <123145331359744> <ALOG> <5> PLUG Birth PLUG Birth
Ticks = 85470      <123145331359744> <ALOG> <5> TDB Birth TDB Birth
Ticks = 85470      <123145331359744> <ALOG> <5> TDB Birth TDB StreamBase Birth
Ticks = 85470      <123145331359744> <ALOG> <5> PF Birth PF Birth
Ticks = 85471      <123145331359744> <ALOG> <5> P Birth P Birth
Ticks = 85472      <123145331359744> <ALOG> <5> TXT Birth TXT Birth
Ticks = 85488      <123145331359744> <ALOG> <5> PREM MediaCoreData About to Init PRM
Ticks = 85489      <123145331359744> <ALOG> <5> PIN Birth PIN Birth
Ticks = 85489      <123145331359744> <ALOG> <5> PIN Birth PIN PS3 Birth
Ticks = 85490      <123145331359744> <ALOG> <5> PIN Birth PIN RLA Birth
Ticks = 85490      <123145331359744> <ALOG> <5> PIN Birth PIN CIN Birth
Ticks = 85490      <123145331359744> <ALOG> <5> PIN Birth PIN EI Birth
Ticks = 85490      <123145331359744> <ALOG> <5> PIN Birth PIN ZPIC Birth
Ticks = 85490      <123145331359744> <ALOG> <5> PIN Birth PIN JSX Birth
Ticks = 85490      <123145331359744> <ALOG> <5> PIN Birth PIN YM Birth
Ticks = 85491      <123145331359744> <ALOG> <5> PIN Birth PIN PS Birth
Ticks = 85491      <123145331359744> <ALOG> <5> PIN Birth PIN PST Birth
Ticks = 85491      <123145331359744> <ALOG> <5> PIN Birth PIN D_MC Birth
Ticks = 85495      <123145331359744> <ALOG> <5> SND Birth SND Birth
Ticks = 85495      <123145331359744> <ALOG> <5> OM Birth OM Birth
Ticks = 85496      <123145331359744> <ALOG> <5> FLT Birth ALOG Birth
Ticks = 85497      <123145331359744> <ALOG> <5> PR Birth PR Birth
Ticks = 86221      <123145331359744> <ALOG> <5> BEE Birth BEE Birth
Ticks = 86222      <123145331359744> <BEE_WorkQueue> <5> thread main stack size: 524288
Ticks = 86223      <123145355137024> <BEE_WorkQueue> <5> thread render stack size: 8388608
Ticks = 86223      <123145355673600> <BEE_WorkQueue> <5> thread render stack size: 524288
Ticks = 86223      <123145356210176> <BEE_WorkQueue> <5> thread render stack size: 524288
Ticks = 86224      <123145331359744> <BEE_WorkQueue> <5> BEE_Project::TimestampGetNext ZANZIBAR-3: cannot produce timestamp, frozen=0, open=0
Ticks = 86225      <123145331359744> <BEE_WorkQueue> <5> BEE_Project::TimestampGetNext ZANZIBAR-3: cannot produce timestamp, frozen=0, open=0
Ticks = 86225      <123145331359744> <BEE_WorkQueue> <5> BEE_Project::TimestampGetNext ZANZIBAR-3: cannot produce timestamp, frozen=0, open=0
Ticks = 86225      <123145331359744> <ALOG> <5> BEE Birth BEE Eval Birth
Ticks = 86233      <123145331359744> <ALOG> <5> BEE Birth BEE Stream Birth
Ticks = 86268      <123145331359744> <ALOG> <5> BEE Birth BEE TextAnimatorDispatch Birth
Ticks = 86272      <123145331359744> <ALOG> <5> BEE Birth BEE TextListener Birth
Ticks = 86272      <123145331359744> <ALOG> <5> BEE Birth BEE StyleListener Birth
Ticks = 86272      <123145331359744> <ALOG> <5> FRP Birth FRP PinListener Birth
Ticks = 86317      <123145331359744> <MEE_Plugins> <5> /Applications/Adobe Media Encoder CC 2019/Adobe Media Encoder CC 2019.app/Contents/Plug-Ins/(AfterEffectsLib)
Ticks = 89473      <123145331359744> <Plug_Scan> <1> Total: 3.15546, PiPL: 1.01538
Ticks = 100717      <123145331359744> <FLT> <4> Load success Effect: ADBE FreePin3
Ticks = 100717      <123145331359744> <FLT> <4> Load success Effect: ADBE Geometry2
Ticks = 100717      <123145331359744> <FLT> <4> Load success Effect: ADBE Geometry
